Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,DC,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maine CD-1,Maine CD-2,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nebraska CD-1,Nebraska CD-2,Nebraska CD-3,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-10-05,29.392054860464988,35.454163931672696,39.74866568175203,28.36098991363047,51.43948568163046,45.492227141884804,47.80572053571741,47.253100579183055,74.86332743080793,40.54496268578635,40.666733794377365,51.537193367338354,27.0417380638983,48.88263134131814,33.12716229393261,36.34521982401307,34.59959196475046,29.163243163231726,32.12368709646955,47.139216281501916,49.04456147191925,36.58808838439731,53.11928978515677,53.20360886084022,43.573773506017346,42.50833026738102,32.97913508244684,35.45938772149378,32.96947135516496,31.87040061786128,33.53514001769285,42.26983988081233,18.118787275566927,40.324413882025084,44.01939291920014,46.02050788166775,45.18833038273186,48.92840223839516,41.2878069569236,25.98930820802823,37.77298957182528,26.199412036625937,46.20735196175579,42.77535572036838,48.023880689509554,34.799693766606616,28.977265978820302,30.25079151056672,38.679123444115106,31.14959665893866,54.12585203148777,43.70907734339658,47.94779657104555,23.93410893885234,42.01891345375074,21.80875076203873
2022-10-06,29.392054860464985,35.45416393167269,39.7486478615736,28.360989913630466,51.439485681630444,45.480233969892325,47.79970952036217,47.25310057918305,74.86332743080791,40.457406488015614,40.61886032640683,51.53719336733835,27.041738063898297,48.81293638944341,33.12716229393261,36.343063125737174,34.56878564141659,29.16324316323172,32.12368709646955,47.02201542296481,49.044561471919245,36.5880883843973,53.11928978515675,53.20266450927803,43.47517359875107,42.50833026738101,32.97913508244683,35.42109306939405,32.969471355164956,31.870400617861275,33.53514001769284,42.26983988081232,18.118787275566923,40.335246860669166,43.96537165642171,46.02050788166774,45.14086914414966,48.9278369189646,41.227180360330465,25.989308208028227,37.72380363596488,26.199412036625933,46.20735196175578,42.71012819986287,48.02388068950955,34.80635654238883,28.977265978820295,30.250791510566714,38.6401825620224,31.149596658938652,54.12585203148775,43.70907734339657,47.92225502423835,23.934108938852336,41.94433639962243,21.808750762038727
2022-10-07,29.392054860464985,35.45416393167269,39.748631110467095,28.360989913630466,51.439485681630444,45.46830080629266,47.794044886029255,47.25310057918305,74.86332743080791,40.37140032083906,40.57296694450833,51.53719336733835,27.041738063898297,48.7431078729923,33.12716229393261,36.3410333492429,34.5382132286117,29.16324316323172,32.12368709646955,46.904987985245405,49.044561471919245,36.5880883843973,53.11928978515675,53.201776601333925,43.377551960231585,42.50833026738101,32.97913508244683,35.38189679398979,32.969471355164956,31.870400617861275,33.53514001769284,42.26983988081232,18.118787275566923,40.345852964062885,43.91222478519333,46.02050788166774,45.09436118720244,48.927297331325725,41.16623689664554,25.989308208028227,37.675186413544395,26.199412036625933,46.20735196175578,42.64412787705955,48.02388068950955,34.812721424553345,28.977265978820295,30.250791510566714,38.60124018365656,31.149596658938652,54.12585203148775,43.70907734339657,47.89803519289045,23.934108938852336,41.87049461356587,21.808750762038727
2022-10-08,29.39205486046498,35.45416393167268,39.74861536432758,28.360989913630462,51.43948568163044,45.456449856509906,47.7887074734594,47.25310057918304,74.8633274308079,40.28706359073635,40.52901581284293,51.53719336733833,27.041738063898297,48.67327935654118,33.1271622939326,36.33912316682569,34.50792988831449,29.163243163231716,32.123687096469546,46.788356932180875,49.044561471919245,36.588088384397295,53.119289785156745,53.20094177686887,43.281078074869576,42.50833026738101,32.97913508244683,35.34184434528862,32.96947135516495,31.87040061786127,33.53514001769283,42.26983988081231,18.11878727556692,40.35621958463888,43.8600304695593,46.02050788166773,45.04886440065922,48.926782721972316,41.105091562155096,25.989308208028227,37.62721949384347,26.199412036625926,46.207351961755776,42.577469442712996,48.02388068950955,34.81879656662002,28.97726597882029,30.250791510566707,38.56237080030154,31.14959665893865,54.125852031487746,43.709077343396565,47.875079953281,23.934108938852333,41.79751644575178,21.808750762038724
2022-10-09,29.392054860464988,35.454163931672696,39.748600562890466,28.36098991363047,51.43948568163046,45.44470270898674,47.783679091240636,47.253100579183055,74.86332743080793,40.20450485375433,40.486965106396546,51.537193367338354,27.0417380638983,48.603584404666464,33.12716229393261,36.33732565746224,34.477988649794966,29.163243163231726,32.12368709646955,46.67234220994585,49.04456147191925,36.58808838439731,53.11928978515677,53.20015687420872,43.18591312934127,42.50833026738102,32.97913508244684,35.30098652636605,32.96947135516496,31.87040061786128,33.53514001769285,42.26983988081233,18.118787275566927,40.366335573003724,43.8088605198453,46.02050788166775,45.00443040035401,48.926292314284375,41.043860890327764,25.98930820802823,37.57997984530532,26.199412036625937,46.20735196175579,42.51027242687108,48.023880689509554,34.82459045608125,28.977265978820302,30.25079151056672,38.52364834579069,31.14959665893866,54.12585203148777,43.70907734339658,47.85333339809535,23.93410893885234,41.72552399898692,21.80875076203873
2022-10-10,29.392054860464985,35.45416393167269,39.7485866495018,28.360989913630466,51.439485681630444,45.43308018235016,47.77894247763754,47.25310057918305,74.86332743080791,40.12382148080198,40.44676957469403,51.53719336733835,27.041738063898297,48.534155561992236,33.12716229393261,36.33563428614653,34.448440058043715,29.16324316323172,32.12368709646955,46.557159103097746,49.044561471919245,36.5880883843973,53.11928978515675,53.19941891860444,43.09220903005699,42.50833026738101,32.97913508244683,35.25937934558376,32.969471355164956,31.870400617861275,33.53514001769284,42.26983988081232,18.118787275566923,40.376191247853654,43.75878011506177,46.02050788166774,44.961104448836004,48.92582531461283,40.98266206674059,25.989308208028227,37.533539381784166,26.199412036625933,46.20735196175578,42.44266037412853,48.02388068950955,34.830111840335405,28.977265978820295,30.250791510566714,38.485145636635764,31.149596658938652,54.12585203148775,43.70907734339657,47.832740964450984,23.934108938852336,41.65463238246076,21.808750762038727
2022-10-11,29.39205486046499,35.454163931672696,39.74857357090242,28.360989913630476,51.439485681630465,45.42160218454893,47.77448126260138,47.25310057918307,74.86332743080794,40.04509945967162,40.40838107928199,51.53719336733836,27.041738063898304,49.83306512665994,33.127162293932614,36.334042884049296,34.41933185972536,29.16324316323173,32.12368709646956,46.443016665090994,49.04456147191926,36.58808838439732,53.119289785156774,53.19872511134207,43.000107556159435,42.508330267381034,32.979135082446845,35.217083802463335,32.96947135516497,31.870400617861286,33.535140017692854,42.269839880812334,18.11878727556693,40.38577838990621,43.70984761003474,46.020507881667754,44.91892544657529,48.92538091786305,40.92161203344185,25.989308208028234,37.48796460053832,26.19941203662594,46.2073519617558,42.37475995601284,48.02388068950957,34.83536965819263,28.977265978820306,30.250791510566724,38.446933830136516,31.149596658938663,54.125852031487774,43.70907734339659,47.81324953906156,23.934108938852344,41.584949067729895,21.808750762038734
2022-10-12,29.392054860464977,35.45416393167268,39.74856127702469,28.36098991363046,51.43948568163044,45.410287585867,47.77027993016211,47.25310057918304,74.8633274308079,39.96841332849934,40.371749101765964,51.53719336733833,27.04173806389829,49.77871101804953,33.1271622939326,36.33254562949598,34.390708730300524,29.163243163231716,32.123687096469546,46.33011624706662,49.04456147191923,36.588088384397295,53.119289785156745,53.198072819468024,42.90973965574506,42.508330267381005,32.979135082446824,35.17416560699297,32.96947135516495,31.870400617861268,33.53514001769283,42.26983988081231,18.11878727556692,40.39509022102659,43.66211442538228,46.02050788166773,44.87792599012093,48.92495831257817,40.86082659726217,25.98930820802822,37.44331629434981,26.199412036625926,46.207351961755776,42.306700033681395,48.02388068950954,34.84037297702685,28.97726597882029,30.25079151056671,38.409081908934596,31.14959665893865,54.125852031487746,43.709077343396565,47.794807542547446,23.934108938852333,41.51657335284225,21.808750762038724
2022-10-13,29.392054860464985,35.45416393167269,39.74854972080177,28.360989913630466,51.439485681630444,45.399154107362975,47.76632378137263,47.25310057918305,74.86332743080791,39.89382623317164,40.336821220044236,51.53719336733835,27.041738063898297,49.72279132345008,33.12716229393261,36.33113702975574,34.36261204495493,29.16324316323172,32.12368709646955,46.21865014609156,49.044561471919245,36.5880883843973,53.11928978515675,53.19745956609789,42.82122488968867,42.50833026738101,32.97913508244683,35.13069483355988,32.969471355164956,31.870400617861275,33.53514001769284,42.26983988081232,18.118787275566923,40.40412136991806,43.615625016938125,46.02050788166774,44.83813249167254,48.924556685530426,40.80041955647576,25.989308208028227,37.39964933851536,26.199412036625933,46.20735196175578,42.23861068545298,48.02388068950955,34.84513093555905,28.977265978820295,30.250791510566714,38.371656199758036,31.149596658938652,54.12585203148775,43.70907734339657,47.77736499485023,23.934108938852336,41.449595937997074,21.808750762038727
2022-10-14,29.392054860464988,35.454163931672696,39.74853885798779,28.36098991363047,51.43948568163046,45.38821822590214,47.76259889794579,47.253100579183055,74.86332743080793,39.82139009934497,40.30354355115676,51.537193367338354,27.0417380638983,49.66534910483828,33.12716229393261,36.32981190362824,34.33507969494789,29.163243163231726,32.12368709646955,46.10880039089096,49.04456147191925,36.58808838439731,53.11928978515677,53.19688302127649,43.27245234794008,42.50833026738102,32.97913508244684,35.08674551217368,32.96947135516496,31.87040061786128,33.53514001769285,42.26983988081233,18.118787275566927,40.412867825884135,43.570416919907835,46.02050788166775,44.79956535380728,48.92417522583412,40.740501859706484,25.98930820802823,37.35701255189919,26.199412036625937,46.20735196175579,42.17062221465991,48.023880689509554,34.849652692180676,28.977265978820302,30.25079151056672,38.33471993318993,31.14959665893866,54.12585203148777,43.70907734339658,47.76087356363264,23.93410893885234,41.384098613683804,21.80875076203873
2022-10-15,29.392054860464988,35.454163931672696,39.748528646989165,28.36098991363047,51.43948568163046,45.377495096553304,47.75909210670211,47.253100579183055,74.86332743080793,39.75114590829579,40.27186115986192,51.537193367338354,27.0417380638983,49.606435784143,33.12716229393261,36.32856536481371,34.308145949981956,29.163243163231726,32.12368709646955,46.000737679611646,49.04456147191925,36.58808838439731,53.11928978515677,53.19634099336074,43.22376504051491,42.50833026738102,32.97913508244684,35.04239516113029,32.96947135516496,31.87040061786128,33.53514001769285,42.26983988081233,18.118787275566927,40.42132688226141,43.52652086195455,46.02050788166775,44.76223919260646,48.923813128597985,40.68118081009001,25.98930820802823,36.07084155211898,26.199412036625937,46.20735196175579,42.102864153852124,48.023880689509554,34.85394737866457,28.977265978820302,30.25079151056672,38.29833285022602,31.14959665893866,54.12585203148777,43.70907734339658,47.745286597460726,23.93410893885234,41.32015405992119,21.80875076203873
